,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
299,2021-06-15,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,338.0,8.0
300,2021-06-16,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,750.0,13.0
301,2021-06-17,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,1125.0,23.0
302,2021-06-18,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,2250.0,45.0
303,2021-06-19,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,750.0,15.0
304,2021-06-20,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,40,600.0,15.0
305,2021-06-21,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,338.0,8.0
306,2021-06-22,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,600.0,10.0
307,2021-06-23,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,1125.0,23.0
308,2021-06-24,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,2970.0,50.0
309,2021-06-25,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,55,1100.0,20.0
310,2021-06-26,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,875.0,18.0
311,2021-06-27,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,500.0,10.0
312,2021-06-28,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,750.0,13.0
313,2021-06-29,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1625.0,25.0
314,2021-06-30,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,2500.0,50.0
315,2021-07-01,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,1125.0,25.0
316,2021-07-02,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,40,800.0,20.0
317,2021-07-03,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,40,700.0,18.0
318,2021-07-04,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,875.0,18.0
319,2021-07-05,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,55,1925.0,35.0
320,2021-07-06,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,2875.0,58.0
321,2021-07-07,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,1463.0,33.0
322,2021-07-08,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,40,1000.0,25.0
323,2021-07-09,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,40,800.0,20.0
324,2021-07-10,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,1125.0,23.0
325,2021-07-11,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,55,2200.0,40.0
326,2021-07-12,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,2750.0,55.0
327,2021-07-13,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,1463.0,33.0
328,2021-07-14,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,40,1000.0,25.0
329,2021-07-15,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,40,900.0,23.0
330,2021-07-16,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,1000.0,20.0
331,2021-07-17,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,55,2063.0,38.0
332,2021-07-18,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,2500.0,50.0
333,2021-07-19,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,45,1350.0,30.0
334,2021-07-20,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,40,800.0,20.0
335,2021-07-21,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,40,700.0,18.0
336,2021-07-22,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,50,875.0,18.0
337,2021-07-23,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,55,1375.0,25.0
338,2021-07-24,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,2550.0,43.0
339,2021-07-25,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250.0,25.0
340,2021-07-26,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,750.0,15.0
341,2021-07-27,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,625.0,13.0
342,2021-07-28,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,750.0,13.0
343,2021-07-29,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1625.0,25.0
344,2021-07-30,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,2400.0,40.0
345,2021-07-31,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250.0,25.0
346,2021-08-01,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,975.0,20.0
347,2021-08-02,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,875.0,18.0
348,2021-08-03,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,900.0,15.0
349,2021-08-04,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1625.0,25.0
350,2021-08-05,Men's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,60,3000.0,50.0
351,2021-08-06,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1500.0,30.0
352,2021-08-07,Women's Street Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1250.0,25.0
353,2021-08-08,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Illinois,50,1000.0,20.0
354,2021-08-09,Men's Apparel,Midwest,Foot Locker,Outlet,Illinois,60,1200.0,20.0
355,2021-08-10,Women's Apparel,Midwest,Foot Locker,Outlet,Illinois,65,1950.0,30.0
356,2021-08-11,Men's Street Footwear,Midwest,Sports Direct,Outlet,Illinois,20,1450.0,71.0
357,2021-08-12,Men's Athletic Footwear,Midwest,Sports Direct,Outlet,Illinois,30,2175.0,71.0
358,2021-08-13,Women's Street Footwear,Midwest,Sports Direct,Outlet,Illinois,30,1575.0,53.0
359,2021-08-14,Women's Athletic Footwear,Midwest,Sports Direct,Outlet,Illinois,35,1838.0,53.0
360,2021-08-15,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1500.0,38.0
361,2021-08-16,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1838.0,53.0
362,2021-08-17,Men's Street Footwear,South,Sports Direct,Outlet,Texas,25,1688.0,68.0
363,2021-08-18,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,2275.0,65.0
364,2021-08-19,Women's Street Footwear,South,Sports Direct,Outlet,Texas,35,1663.0,48.0
365,2021-08-20,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1488.0,43.0
366,2021-08-21,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1200.0,30.0
367,2021-08-22,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1750.0,50.0
368,2021-08-23,Men's Street Footwear,South,Sports Direct,Outlet,Texas,30,2025.0,68.0
369,2021-08-24,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2700.0,68.0
370,2021-08-25,Women's Street Footwear,South,Sports Direct,Outlet,Texas,30,1500.0,50.0
371,2021-08-26,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1400.0,40.0
372,2021-08-27,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1200.0,30.0
373,2021-08-28,Women's Apparel,South,Sports Direct,Outlet,Texas,35,1575.0,45.0
374,2021-08-29,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,1400.0,70.0
375,2021-08-30,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,2100.0,70.0
376,2021-08-31,Women's Street Footwear,South,Sports Direct,Outlet,Texas,25,1313.0,53.0
377,2021-09-01,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,1275.0,43.0
378,2021-09-02,Men's Apparel,South,Sports Direct,Outlet,Texas,35,1138.0,33.0
379,2021-09-03,Women's Apparel,South,Sports Direct,Outlet,Texas,30,1800.0,60.0
380,2021-09-04,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,1500.0,71.0
381,2021-09-05,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,2325.0,71.0
382,2021-09-06,Women's Street Footwear,South,Sports Direct,Outlet,Texas,25,1563.0,63.0
383,2021-09-07,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,35,1925.0,55.0
384,2021-09-08,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2250.0,45.0
385,2021-09-09,Women's Apparel,South,Sports Direct,Outlet,Texas,45,3594.5,71.0
386,2021-09-10,Men's Street Footwear,South,Sports Direct,Outlet,Texas,45,3594.5,71.0
387,2021-09-11,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,3594.5,71.0
388,2021-09-12,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,2925.0,65.0
389,2021-09-13,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,2700.0,60.0
390,2021-09-14,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2500.0,50.0
391,2021-09-15,Women's Apparel,South,Sports Direct,Outlet,Texas,55,3594.5,71.0
392,2021-09-16,Men's Street Footwear,South,Sports Direct,Outlet,Texas,45,3594.5,71.0
393,2021-09-17,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,3594.5,71.0
394,2021-09-18,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,3594.5,71.0
395,2021-09-19,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,2588.0,58.0
396,2021-09-20,Men's Apparel,South,Sports Direct,Outlet,Texas,50,2875.0,58.0
397,2021-09-21,Women's Apparel,South,Sports Direct,Outlet,Texas,60,3594.5,71.0
398,2021-09-22,Men's Street Footwear,South,Sports Direct,Outlet,Texas,50,3594.5,71.0
399,2021-09-23,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,55,3594.5,71.0
400,2021-09-24,Women's Street Footwear,South,Sports Direct,Outlet,Texas,50,3594.5,71.0
401,2021-09-25,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,50,2625.0,53.0
402,2021-09-26,Men's Apparel,South,Sports Direct,Outlet,Texas,55,2888.0,53.0
403,2021-09-27,Women's Apparel,South,Sports Direct,Outlet,Texas,60,3594.5,71.0
404,2021-09-28,Men's Street Footwear,South,Sports Direct,Outlet,Texas,55,3594.5,71.0
405,2021-09-29,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,55,3594.5,68.0
406,2021-09-30,Women's Street Footwear,South,Sports Direct,Outlet,Texas,60,3594.5,71.0
407,2021-10-01,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,60,2700.0,45.0
408,2021-10-02,Men's Apparel,South,Sports Direct,Outlet,Texas,55,2475.0,45.0
409,2021-10-03,Women's Apparel,South,Sports Direct,Outlet,Texas,50,3375.0,68.0
410,2021-10-04,Men's Street Footwear,South,Sports Direct,Outlet,Texas,40,2500.0,63.0
411,2021-10-05,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2500.0,63.0
412,2021-10-06,Women's Street Footwear,South,Sports Direct,Outlet,Texas,45,2588.0,58.0
413,2021-10-07,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,45,1913.0,43.0
414,2021-10-08,Men's Apparel,South,Sports Direct,Outlet,Texas,40,1600.0,40.0
415,2021-10-09,Women's Apparel,South,Sports Direct,Outlet,Texas,50,2875.0,58.0
416,2021-10-10,Men's Street Footwear,South,Sports Direct,Outlet,Texas,40,2900.0,71.0
417,2021-10-11,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,2900.0,71.0
418,2021-10-12,Women's Street Footwear,South,Sports Direct,Outlet,Texas,65,3594.5,65.0
419,2021-10-13,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,65,3250.0,50.0
420,2021-10-14,Men's Apparel,South,Sports Direct,Outlet,Texas,60,2850.0,48.0
421,2021-10-15,Women's Apparel,South,Sports Direct,Outlet,Texas,70,3594.5,68.0
422,2021-10-16,Men's Street Footwear,South,Sports Direct,Outlet,Texas,60,3594.5,71.0
423,2021-10-17,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,60,3594.5,71.0
424,2021-10-18,Women's Street Footwear,South,Sports Direct,Outlet,Texas,65,3594.5,71.0
425,2021-10-19,Women's Athletic Footwear,South,Sports Direct,Outlet,Texas,65,3594.5,58.0
426,2021-10-20,Men's Apparel,South,Sports Direct,Outlet,Texas,60,3150.0,53.0
427,2021-10-21,Women's Apparel,South,Sports Direct,Outlet,Texas,70,3594.5,71.0
428,2021-10-22,Men's Street Footwear,South,Foot Locker,Outlet,Texas,45,1913.0,43.0
429,2021-10-23,Men's Athletic Footwear,South,Foot Locker,Outlet,Texas,45,1013.0,23.0
430,2021-10-24,Women's Street Footwear,South,Foot Locker,Outlet,Texas,35,788.0,23.0
431,2021-10-25,Women's Athletic Footwear,South,Foot Locker,Outlet,Texas,40,300.0,8.0
432,2021-10-26,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688.0,13.0
433,2021-10-27,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,45,1013.0,23.0
434,2021-10-28,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,2138.0,48.0
435,2021-10-29,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,563.0,13.0
436,2021-10-30,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,35,613.0,18.0
437,2021-10-31,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,200.0,5.0
438,2021-11-01,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688.0,13.0
439,2021-11-02,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,45,1013.0,23.0
440,2021-11-03,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,2225.0,45.0
441,2021-11-04,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,750.0,15.0
442,2021-11-05,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,700.0,18.0
443,2021-11-06,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,113.0,3.0
444,2021-11-07,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,450.0,8.0
445,2021-11-08,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,50,875.0,18.0
446,2021-11-09,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,2250.0,45.0
447,2021-11-10,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,750.0,15.0
448,2021-11-11,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,40,600.0,15.0
449,2021-11-12,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,338.0,8.0
450,2021-11-13,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,450.0,8.0
451,2021-11-14,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,50,1000.0,20.0
452,2021-11-15,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,2820.0,47.0
453,2021-11-16,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050.0,18.0
454,2021-11-17,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,825.0,15.0
455,2021-11-18,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,550.0,10.0
456,2021-11-19,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,813.0,13.0
457,2021-11-20,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1750.0,25.0
458,2021-11-21,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3250.0,50.0
459,2021-11-22,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1500.0,25.0
460,2021-11-23,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,963.0,18.0
461,2021-11-24,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,825.0,15.0
462,2021-11-25,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,975.0,15.0
463,2021-11-26,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2100.0,30.0
464,2021-11-27,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3250.0,50.0
465,2021-11-28,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1800.0,30.0
466,2021-11-29,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1238.0,23.0
467,2021-11-30,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,963.0,18.0
468,2021-12-01,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1300.0,20.0
469,2021-12-02,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2625.0,38.0
470,2021-12-03,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3413.0,53.0
471,2021-12-04,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1800.0,30.0
472,2021-12-05,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1238.0,23.0
473,2021-12-06,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,55,1100.0,20.0
474,2021-12-07,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1138.0,18.0
475,2021-12-08,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,2450.0,35.0
476,2021-12-09,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,65,3088.0,48.0
477,2021-12-10,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,1375.0,28.0
478,2021-12-11,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,900.0,20.0
479,2021-12-12,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,45,788.0,18.0
480,2021-12-13,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,55,688.0,13.0
481,2021-12-14,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,1350.0,23.0
482,2021-12-15,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,2400.0,40.0
483,2021-12-16,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,1125.0,23.0
484,2021-12-17,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,625.0,13.0
485,2021-12-18,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,50,500.0,10.0
486,2021-12-19,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,60,600.0,10.0
487,2021-12-20,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,65,1463.0,23.0
488,2021-12-21,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,70,2625.0,38.0
489,2021-12-22,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1200.0,20.0
490,2021-12-23,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1170.0,20.0
491,2021-12-24,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050.0,18.0
492,2021-12-25,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1050.0,15.0
493,2021-12-26,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,75,1875.0,25.0
494,2021-12-27,Men's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,70,3325.0,48.0
495,2021-12-28,Men's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1650.0,28.0
496,2021-12-29,Women's Street Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1350.0,23.0
497,2021-12-30,Women's Athletic Footwear,Northeast,Foot Locker,Outlet,Pennsylvania,60,1050.0,18.0
498,2021-12-31,Men's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,70,1225.0,18.0
499,2020-01-01,Women's Apparel,Northeast,Foot Locker,Outlet,Pennsylvania,75,2063.0,28.0
500,2020-01-02,Men's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,35,1575.0,45.0
501,2020-01-03,Men's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,2025.0,45.0
502,2020-01-04,Women's Street Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,2025.0,45.0
503,2020-01-05,Women's Athletic Footwear,Northeast,West Gear,Outlet,Pennsylvania,45,1350.0,30.0
504,2020-01-06,Men's Apparel,West,West Gear,Outlet,Nevada,50,1250.0,25.0
505,2020-01-07,Women's Apparel,West,West Gear,Outlet,Nevada,45,2138.0,48.0
506,2020-01-08,Men's Street Footwear,West,West Gear,Outlet,Nevada,35,1838.0,53.0
507,2020-01-09,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,45,1913.0,43.0
508,2020-01-10,Women's Street Footwear,West,West Gear,Outlet,Nevada,45,1913.0,43.0
509,2020-01-11,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,45,1238.0,28.0
510,2020-01-12,Men's Apparel,West,West Gear,Outlet,Nevada,50,1000.0,20.0
511,2020-01-13,Women's Apparel,West,West Gear,Outlet,Nevada,45,1800.0,40.0
512,2020-01-14,Men's Street Footwear,West,West Gear,Outlet,Nevada,45,2475.0,55.0
513,2020-01-15,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,55,2200.0,40.0
514,2020-01-16,Women's Street Footwear,West,West Gear,Outlet,Nevada,55,2200.0,40.0
515,2020-01-17,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,55,1650.0,30.0
516,2020-01-18,Men's Apparel,West,West Gear,Outlet,Nevada,60,1050.0,18.0
517,2020-01-19,Women's Apparel,West,West Gear,Outlet,Nevada,55,2063.0,38.0
518,2020-01-20,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,3300.0,55.0
519,2020-01-21,Men's Athletic Footwear,West,West Gear,Outlet,Nevada,65,2275.0,35.0
520,2020-01-22,Women's Street Footwear,West,West Gear,Outlet,Nevada,65,2600.0,40.0
521,2020-01-23,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,60,1800.0,30.0
522,2020-01-24,Men's Apparel,West,West Gear,Outlet,Nevada,65,1300.0,20.0
523,2020-01-25,Women's Apparel,West,West Gear,Outlet,Nevada,80,2800.0,35.0
524,2020-01-26,Men's Street Footwear,West,West Gear,Outlet,Nevada,60,3300.0,55.0
