,Product Name,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
89,Men's adidas Running Galaxy 4 Shoes,5299.0,2649,50,Adidas CORE / NEO,Add miles to your running regimen in these men's shoes. They have a durable and breathable mesh upper with a midfoot cage for added support and stability. The plush Cloudfoam midsole delivers ultra-soft cushioning.,2.4,99,2020-04-13 15:06:21
90,MEN'S ADIDAS ESSENTIALS EEZAY FLIP-FLOPS,1999.0,999,50,Adidas CORE / NEO,"These men's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette.",0.0,67,2020-04-13 15:06:21
91,men's ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES,9999.0,4999,50,Adidas ORIGINALS,"A style icon gets some love from one of today's top trendsetters. Pharrell Williams puts his creative spin on these shoes, which have all the clean, classic details of the beloved Stan Smith.",3.1,49,2020-04-13 15:06:22
92,MEN'S ADIDAS RUNNING ZETA 1.0 SHOES,5999.0,2999,50,Adidas CORE / NEO,"Designed to go the distance, these adidas Zeta 1.0 running shoes for men give optimum cushioning to your feet with full-length CLOUDFOAM and its stretch Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability.",4.4,42,2020-04-13 15:06:22
93,Men's adidas Running PureBounce+ Clima Shoes,8999.0,4499,50,Adidas SPORT PERFORMANCE,"These running shoes are designed with 360 degrees of ventilation to help you stay cool on hot days. They have a lightweight and breathable mesh upper. A wide forefoot provides a stable platform for lateral movement, and energised cushioning provides comfort and flexibility.",3.4,90,2020-04-13 15:06:22
94,Men's adidas Running Duramo 9 Shoes,6599.0,3299,50,Adidas CORE / NEO,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.",3.8,88,2020-04-13 15:06:22
95,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,4599.0,2299,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,3.0,44,2020-04-13 15:06:22
96,MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES,4999.0,2499,50,Adidas CORE / NEO,The adidas Arius 1.0 Running shoes for men feature a comfortable two-tone Mesh upper with They come with Lightstrike IMEVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,3.5,74,2020-04-13 15:06:22
97,Men's adidas Originals Skateboarding Seeley Shoes,5999.0,3599,40,Adidas ORIGINALS,"Designed so they're ready-to-ride with no wear-in time, these shoes draw on adidas heritage and reimagine it specifically for skateboarding. An abrasion-resistant suede upper holds up to daily park sessions, while the textile lining keeps your feet comfortable on or off the board. Tonal 3-Stripes and a linear Trefoil logo give these shoes low-key adidas style.",4.3,19,2020-04-13 15:06:22
98,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,4599.0,2299,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,2.2,54,2020-04-13 15:06:22
99,Men's adidas Running Grito Shoes,4799.0,2399,50,Adidas CORE / NEO,"Great everyday shoes for runners to go that extra mile. Features Textile Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",3.5,79,2020-04-13 15:06:22
100,Men's adidas Running Nepton 2.0 Shoes,5599.0,2799,50,Adidas CORE / NEO,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.",4.0,5,2020-04-13 15:06:22
101,Men's adidas Running Bound Shoes,4999.0,2499,50,Adidas CORE / NEO,Sleek running shoes for men. These shoes have a lightweight look and feel in honeycomb mesh. Cloudfoam cushioning delivers superior step-in comfort.,3.8,96,2020-04-13 15:06:22
102,Men's adidas Outdoor Terra Light Sandals,3599.0,2159,40,Adidas SPORT PERFORMANCE,"Step out in these adidas Terra Light sandals for men. Made with adjustable straps, the Synthetic upper has a adjustable straps with EVA midsole for stable cushioning and Textured footbed for comfort. They come with Traxion outsole which helps in wet conditions and suitable for light hikes.",2.4,41,2020-04-13 15:06:22
103,Men's adidas Swim Gladi 19 Slippers,1599.0,959,40,Adidas CORE / NEO,"The adidas Gladi 19 Slippers for men. Features stylish webbing textile and synthetic straps, and textured rubber footbed and outsole.",3.8,8,2020-04-13 15:06:22
104,Men's adidas Running Torik Shoes,4799.0,2399,50,Adidas CORE / NEO,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",4.3,80,2020-04-13 15:06:22
105,Men's adidas Toe Side II Slippers,1299.0,779,40,Adidas CORE / NEO,"The adidas casual sandals for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern.",3.0,22,2020-04-13 15:06:22
106,Men's adidas Sport Inspired Nebular 2 Shoes,4999.0,2499,50,Adidas CORE / NEO,Style and performance go hand in hand in this adidas running-inspired shoes for men. Featuring Textile-Mesh upper for lightweight and breathability with Rubber outsole for durability.,4.0,94,2020-04-13 15:06:22
107,Men's adidas Running Kollide Shoes,4799.0,2399,50,Adidas CORE / NEO,Extremely functional and subtle running shoes for men. The breathable and lightweight textile upper offer extended ventilation and comfort. The Cloudfoam midsole gives you cushioning you need everyday and Rubber outsole provides durability.,4.8,68,2020-04-13 15:06:22
108,Men's adidas Sport Inspired Netpoint Shoes,6599.0,3299,50,Adidas CORE / NEO,The adidas Netpoint shoes for men are inspired by the styles of 80s. The Ortholite cushioned sockliner provides comfort to the feet. It comes with a leather upper and the adidas embossed 3 stripes along with adidas wordmark makes them stylish.,4.4,3,2020-04-13 15:06:22
109,Men's adidas Running Whizz Shoes,5599.0,2799,50,Adidas CORE / NEO,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",3.4,46,2020-04-13 15:06:23
110,Women's adidas Originals Continental 80 Shoes,8999.0,5399,40,Adidas ORIGINALS,"Part of the Out Loud collection, these shoes celebrate those who dare to live life on their own terms. This version of the retro Continental 80 has a satin upper with bold prints inspired by vintage Italian textiles. The distinctive split cupsole has an EVA insert for a comfortable, flexible feel.",3.5,50,2020-04-13 15:06:23
111,Men's adidas Tennis Courtsmash Shoes,5599.0,3359,40,Adidas CORE / NEO,"Take to the court with confidence in these men's tennis shoes. Designed for the casual player, they feature a durable and stable leather upper with mesh at the heel. Lightweight cushioning keeps you comfortable during long rallies, while a rubber outsole delivers strong grip.",3.0,75,2020-04-13 15:06:23
112,Men's adidas Outdoor Terra Light Sandals,3599.0,2159,40,Adidas SPORT PERFORMANCE,"Step out in these adidas Terra Light sandals for men. Made with adjustable straps, the Synthetic upper has a adjustable straps with EVA midsole for stable cushioning and Textured footbed for comfort. They come with Traxion outsole which helps in wet conditions and suitable for light hikes.",4.3,71,2020-04-13 15:06:23
113,Men's adidas Running Sedna Shoes,4299.0,2149,50,Adidas CORE / NEO,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Textile-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",1.0,48,2020-04-13 15:06:23
114,Men's adidas Running Nepton 2.0 Shoes,5599.0,2799,50,Adidas CORE / NEO,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.",3.8,36,2020-04-13 15:06:23
115,Men's adidas Running PureBounce+ Street Shoes,7999.0,3999,50,Adidas SPORT PERFORMANCE,"Made for fast runs on city streets, these shoes have a wide forefoot for added support and stability during side-to-side movement. Flexible cushioning delivers long-lasting comfort and a low-to-the-ground feel.",4.5,7,2020-04-13 15:06:23
116,Women's adidas Originals Deerupt Runner Shoes,8999.0,5399,40,Adidas ORIGINALS,"Proof that minimalism can be bold. These shoes put an innovative spin on adidas running heritage of the '80s. The mesh upper is covered in stretchy webbing that provides support and hugs the foot. Inside, zoned cushioning gives a soft, comfortable step-in feel.",2.6,69,2020-04-13 15:06:23
117,Women's adidas Originals Sleek Super Shoes,7999.0,4799,40,Adidas ORIGINALS,"Unabashedly feminine with modern sneaker style, these shoes offer clean lines and a retro vibe. They're made of soft leather and ride on a platform rubber outsole that adds extra attitude and a little lift. The tongue features shiny high-gloss leather and the sockliner flashes a floral print.",4.4,71,2020-04-13 15:06:23
118,Women's adidas Originals Sleek Super Shoes,7999.0,4799,40,Adidas ORIGINALS,"Unabashedly feminine with modern sneaker style, these shoes offer clean lines and a retro vibe. They're made of soft leather and ride on a platform rubber outsole that adds extra attitude and a little lift. The tongue features shiny high-gloss leather and the sockliner flashes a floral print.",2.0,65,2020-04-13 15:06:23
119,Women's adidas Originals Taekwondo Team Shoes,6599.0,3959,40,Adidas ORIGINALS,"This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. The canvas shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole.",3.8,3,2020-04-13 15:06:23
120,Men's adidas Swim Gladi 19 Slippers,1599.0,959,40,Adidas CORE / NEO,"The adidas Gladi 19 Slippers for men. Features stylish webbing textile and synthetic straps, and textured rubber footbed and outsole.",4.7,74,2020-04-13 15:06:23
121,Women's adidas Originals Supercourt Shoes,7999.0,4799,40,Adidas ORIGINALS,The Supercourt distills 40 years of adidas tennis style. This version of the classic low-profile shoes has perforated 3-Stripes on a crisp leather upper. Decorative stitching and overlays add texture and depth for a multilayered look.,2.0,2,2020-04-13 15:06:23
122,Women's adidas Originals Deerupt Runner Shoes,9999.0,4999,50,Adidas ORIGINALS,"Inspired by modern designs and '80s running style, Deerupt is definitive proof that minimalism can be bold. These shoes have a thin stretch textile upper with a webbing overlay for a streamlined, flexible feel. The upper is collapsible, so they're easy to pack.",3.7,84,2020-04-13 15:06:23
123,MEN'S ADIDAS ORIGINALS BOSTON SUPER X R1 SHOES,13999.0,6999,50,Adidas ORIGINALS,"The original Boston Super were marathon trainers that first took flight in the mid-'80s on the world-famous route that runs from Hopkinton to Back Bay. These shoes bring back the retro mesh-and-suede design and add modern cushioning. Lightweight and breathable, they offer energy return in every stride.",3.6,34,2020-04-13 15:06:23
124,Men's adidas Running Torik Shoes,4799.0,2399,50,Adidas CORE / NEO,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",3.9,54,2020-04-13 15:06:23
